player,dismissal,runs,balls,minutes,4s,6s,strike_rate,team,opponent,innings,match_id
Mehidy Hasan Miraz,c Edwards b de Leede,35,40,51,5,1,87.5,Bangladesh,Netherlands,2,46
Najmul Hossain Shanto,c van Beek b van Meekeren,9,18,27,2,0,50.0,Bangladesh,Netherlands,2,46
Shakib Al Hasan,c Edwards b van Meekeren,5,14,14,0,0,35.71,Bangladesh,Netherlands,2,46
Mushfiqur Rahim,b van Meekeren,1,5,9,0,0,20.0,Bangladesh,Netherlands,2,46
Mahmudullah,c Dutt b de Leede,20,41,70,2,0,48.78,Bangladesh,Netherlands,2,46
Mahedi Hasan,run out (de Leede),17,38,51,1,0,44.73,Bangladesh,Netherlands,2,46
Taskin Ahmed,c de Leede b van Meekeren,11,35,49,1,0,31.42,Bangladesh,Netherlands,2,46
Mustafizur Rahman,b Ackermann,20,35,34,2,1,57.14,Bangladesh,Netherlands,2,46
Shoriful Islam,not out,0,0,1,0,0,0.0,Bangladesh,Netherlands,2,46
Abdullah Shafique,lbw b Willey,0,2,2,0,0,0.0,Pakistan,England,2,47
Fakhar Zaman,c Stokes b Willey,1,9,13,0,0,11.11,Pakistan,England,2,47
Babar Azam,c Rashid b Atkinson,38,45,58,6,0,84.44,Pakistan,England,2,47
Mohammad Rizwan,b Ali,36,51,78,2,0,70.58,Pakistan,England,2,47
Saud Shakeel,b Rashid,29,37,52,4,0,78.37,Pakistan,England,2,47
Agha Salman,c Stokes b Willey,51,45,53,6,1,113.33,Pakistan,England,2,47
Iftikhar Ahmed,c Malan b Ali,3,5,8,0,0,60.0,Pakistan,England,2,47
Shadab Khan,b Rashid,4,7,4,1,0,57.14,Pakistan,England,2,47
Shaheen Shah Afridi,lbw b Atkinson,25,23,23,3,1,108.69,Pakistan,England,2,47
Mohammad Wasim,not out,16,14,33,2,1,114.28,Pakistan,England,2,47
Haris Rauf,c Stokes b Woakes,35,23,27,3,3,152.17,Pakistan,England,2,47
